x
1 2.29937331595942e-21
2 9.29992192409175e-37
3 5.04460040247824e-29
4 1.89269302521153e-36
5 7.11840349050472e-25
6 5.94868448591144e-32
7 4.85000457556582e-23
8 6.54721938673095e-27
9 5.03694942358498e-23
10 2.76866743754513e-28
11 1.69381669243733e-20
12 2.73136936824272e-18
13 4.66649874629537e-28
14 8.11937382565582e-21
15 2.25689115434316e-20
16 3.0067205137127e-34
17 3.28041091311171e-16
18 1.67285420952894e-17
19 4.1717796242221e-35
20 1.3300893659408e-35
21 2.13374762212719e-28
22 6.37649535908085e-29
23 1.48883720396877e-32
24 8.53469437505273e-31
25 1.06491752781085e-21
26 5.54009553188678e-28
27 9.4435298857539e-21
28 1.92961649769152e-27
29 2.84289360359457e-23
30 1.32434296794614e-25
31 4.55565008971382e-26
32 2.35991491691641e-26
33 5.0243638088423e-34
34 1.57498501697275e-25
35 2.59037358192702e-20
36 2.83867118654465e-30
37 1.0440071997315e-35
38 1.05670934309147e-22
39 5.15718555706833e-28
40 1.30536974794489e-23
41 1.78041745491411e-22
42 6.90193578618886e-33
43 2.31192184748091e-29
44 1.47166500633806e-29
45 3.71226377544753e-22
46 3.03827324160337e-24
47 2.1104271477945e-21
48 3.06706474355425e-20
49 9.32841815900105e-32
50 2.95798408544125e-33
