x
1 2.25982771687152e-15
2 5.25079475182112e-17
3 3.06782146499118e-23
4 9.01062912914445e-24
5 7.22043063962482e-23
6 2.36431557672538e-22
7 5.78745687051728e-18
8 1.47723953503593e-22
9 3.76406348628711e-17
10 5.60119721002096e-14
11 3.00901341035381e-25
12 6.64553069346729e-18
13 2.68768947146714e-19
14 1.21654565316134e-19
15 1.80830682704499e-16
16 1.60657960565287e-15
17 1.605162921118e-25
18 1.04927448731957e-18
19 1.8305069775584e-20
20 7.6594163328749e-23
21 1.53177294722022e-17
22 1.24013702296416e-26
23 4.77201687195192e-21
24 1.1275166567415e-27
25 1.10122825932208e-23
26 1.35774869546369e-21
27 1.77990922518908e-24
28 1.16194870454641e-21
29 1.98144640531749e-15
30 7.98023766402917e-21
31 1.41231275053677e-11
32 4.7777409126615e-20
33 5.07530859192884e-22
34 3.41860214085362e-27
35 3.36926357502062e-17
36 1.00837334027171e-24
37 2.42068750182009e-19
38 4.3572755191315e-28
39 9.26687398736762e-21
40 1.2716149630147e-15
41 1.11560377899105e-27
42 2.18990431797234e-27
43 1.62081745505902e-25
44 9.87472516234429e-26
45 2.21041028154141e-24
46 5.44787169636632e-23
47 2.20672381510307e-27
48 3.42308677610773e-18
49 2.62133568300194e-15
50 1.10808749715023e-23
