x
1 0.6361718
2 1.088758
3 1.149884
4 0.9051461
5 0.6798091
6 0.4362402
7 0.7245121
8 0.8435628
9 0.5703509
10 0.4949751
11 0.575485
12 0.8317568
13 0.5921371
14 0.5098128
15 1.241224
16 0.487478
17 0.5910451
18 0.6426959
19 0.5131361
20 0.6592498
21 0.382359
22 0.578275
23 0.6024199
24 0.364593
25 0.6175151
26 0.783679
27 0.5444031
28 0.613622
29 0.4959428
30 0.738282
31 0.4493752
32 0.6017599
33 0.911145
34 0.604984
35 0.5471282
36 0.5094771
37 1.071419
38 0.4317501
39 0.7859831
40 0.5755491
41 0.6626799
42 0.6617222
43 0.8120122
44 1.286065
45 0.4736841
46 1.261277
47 0.7754829
48 0.76947
49 0.6550519
50 1.237951
