x
1 1.144698
2 1.958949
3 0.809963
4 0.608063
5 0.8880932
6 0.4156101
7 0.971349
8 0.4703569
9 1.039191
10 0.9547079
11 0.5713789
12 0.339319
13 1.312142
14 0.7136691
15 0.6081421
16 0.334095
17 0.321996
18 0.5450401
19 1.017832
20 0.368974
21 0.5464201
22 0.4378562
23 0.9691801
24 0.6213129
25 0.7653592
26 0.61011
27 0.5986261
28 0.400712
29 0.5510881
30 0.556005
31 0.4612269
32 0.5232859
33 0.732126
34 0.3242271
35 0.432832
36 0.750829
37 0.6050422
38 0.5688341
39 0.4199412
40 0.710165
41 0.2925649
42 1.139345
43 0.5134931
44 0.360985
45 0.728647
46 1.09107
47 0.833185
48 0.3680689
49 0.5582709
50 0.8258941
