x
1 5.97635967631936e-31
2 1.10589706325697e-39
3 1.20924078278009e-27
4 6.8856422329634e-44
5 6.30681406287133e-35
6 4.9774326729938e-25
7 2.01071975729609e-27
8 2.68635891640166e-32
9 9.69995207022382e-30
10 2.62075247790549e-30
11 1.43089262388058e-32
12 3.93873323344019e-34
13 1.56992084055619e-29
14 8.39326401023311e-26
15 3.22314327517259e-38
16 2.65280180583533e-28
17 1.6949256814827e-44
18 4.58519456085335e-34
19 2.73618773167852e-31
20 5.69064874939685e-27
21 3.02072898729138e-33
22 3.50573532620513e-29
23 1.91270207466279e-25
24 6.22277996477272e-44
25 3.71074696035398e-30
26 3.63707770540941e-25
27 3.38166065200329e-34
28 5.81049842133993e-34
29 7.35788185247363e-28
30 1.03087160150203e-29
31 3.57984929302965e-36
32 4.60795378166773e-37
33 2.86515446215136e-29
34 5.1761582091335e-37
35 2.91554910070214e-24
36 3.54821020158656e-40
37 1.92451663372096e-26
38 4.33766521816585e-34
39 1.03109100045815e-37
40 5.28260673964429e-26
41 1.13950303352292e-33
42 7.71465737371827e-31
43 1.42555062396339e-36
44 6.69210361699559e-34
45 1.91217569641396e-25
46 1.66229112989578e-36
47 8.4711630579797e-22
48 1.79136362264935e-34
49 1.1470534393238e-27
50 3.39497740659324e-26
