x
1 7.87486372709572e-09
2 1.43498438316112e-08
3 1.20604830392632e-07
4 5.1001152343397e-06
5 0.00162268012104934
6 7.76136786465688e-07
7 1.16696499503865e-06
8 5.97969078079744e-08
9 1.47028594873184e-07
10 1.424832674332e-05
11 8.18758588888002e-06
12 3.7666136590945e-12
13 1.34898887220329e-07
14 2.78237217902076e-06
15 3.43979988865199e-06
16 1.01620745529006e-06
17 4.88067229765539e-10
18 2.24440339905839e-08
19 1.91444826391643e-08
20 1.10651670485911e-07
21 3.44911672829558e-06
22 7.01388917946464e-06
23 8.37430078558784e-14
24 2.43161973350889e-06
25 0.000210766004835573
26 4.39344334322106e-05
27 2.71638667932639e-06
28 1.88695570903217e-05
29 1.80800834790933e-06
30 5.8322973462503e-06
31 5.49816529212108e-08
32 1.11863209224308e-06
33 5.41324491089108e-07
34 2.15466497066682e-07
35 1.51170038370686e-09
36 9.99439113490285e-09
37 6.40536564587753e-08
38 0.000243487530302639
39 7.26576776555944e-06
40 1.10727528955209e-06
41 1.42957647190407e-06
42 8.04934425148823e-09
43 3.07831525692098e-08
44 8.59323015059307e-05
45 6.17387698269228e-09
46 6.70761932283988e-07
47 2.2917388444752e-08
48 5.09797698660729e-07
49 6.70889141710946e-07
50 1.3064823892475e-08
