x
1 0.9939759
2 0.5766048
3 0.8727992
4 0.510618
5 0.931227
6 1.052862
7 0.9906299
8 0.8918149
9 1.311902
10 0.9501221
11 1.166086
12 0.815166
13 0.9307091
14 2.694666
15 1.169397
16 3.093252
17 2.397233
18 3.472847
19 2.299658
20 2.268359
21 3.129304
22 2.597046
23 2.41923
24 0.7194262
25 0.981708
26 1.545167
27 0.814187
28 0.8416998
29 1.396948
30 1.082016
31 0.9487598
32 0.800329
33 0.7643051
34 0.804368
35 0.9538939
36 0.8749158
37 1.20684
38 1.152105
39 0.9821548
40 1.166696
41 0.8502791
42 0.7322588
43 0.6345561
44 0.829788
45 1.014676
46 0.8700831
47 1.188715
48 0.768611
49 0.7573588
50 1.254226
