x
1 1.053165
2 1.324248
3 0.5074
4 1.004004
5 0.7386241
6 0.9870269
7 1.089506
8 1.257522
9 1.017972
10 1.090355
11 0.772486
12 1.456745
13 0.6657119
14 0.909466
15 0.824574
16 0.8691051
17 1.029078
18 1.018095
19 1.181769
20 1.181977
21 0.957082
22 0.7129788
23 1.077565
24 0.6857929
25 0.6575482
26 0.9123039
27 0.9323361
28 0.8733721
29 1.298477
30 0.791091
31 1.158605
32 1.118868
33 0.8565891
34 1.554452
35 0.8370769
36 1.150044
37 1.715715
38 1.250971
39 0.7535219
40 0.7956071
41 0.7722111
42 1.017129
43 0.7106049
44 0.9794691
45 1.388123
46 0.9410739
47 1.403904
48 1.169227
49 0.6354082
50 1.186915
