x
1 0.127296
2 0.1348312
3 0.1136801
4 0.116364
5 0.1132948
6 0.1181221
7 0.124404
8 0.1131539
9 0.1131799
10 0.116431
11 0.09700704
12 0.1163321
13 0.101155
14 0.1381078
15 0.05957103
16 0.12514
17 0.1192911
18 0.118191
19 0.1278169
20 0.1150091
21 0.09565282
22 0.114156
23 0.09552312
24 0.1159818
25 0.118464
26 0.114922
27 0.1165259
28 0.1239681
29 0.23684
30 0.125545
31 0.1446309
32 0.1239159
33 0.1185429
34 0.1158412
35 0.1276941
36 0.1405771
37 0.1363499
38 0.1357441
39 0.226496
40 0.2922001
41 0.126132
42 0.1170249
43 0.1218159
44 0.1191649
45 0.1169751
46 0.1163669
47 0.1246152
48 0.1191561
49 0.1150031
50 0.1195278
