x
1 5.49665581820789e-05
2 0.00181782944407776
3 7.43645608658703e-08
4 0.0137532782134734
5 0.000133812206583691
6 9.83743075359432e-05
7 0.000299159437487546
8 0.000495814146300324
9 0.000486830176759976
10 0.00674511448050337
11 0.0004947292978233
12 4.32508841836694e-06
13 1.01836115006426e-06
14 1.36669630792988e-06
15 0.000129287446047654
16 0.000263072976333647
17 0.00168735202516904
18 0.00012293233359921
19 0.00171526634713233
20 8.21863432972663e-05
21 0.000254623079753728
22 7.03817335424962e-06
23 0.000802895473335431
24 1.04993856429609e-06
25 0.00238721716743779
26 6.50324362906613e-06
27 0.00247630283000335
28 0.0110574419818873
29 3.79219933995781e-07
30 0.000901720921143928
31 0.0033260076526024
32 0.00256204974730146
33 2.95539035978371e-05
34 0.000537730879625799
35 0.0309802850389762
36 0.00142330922470594
37 1.14290993573743e-06
38 3.31554634068854e-08
39 1.04844504332854e-05
40 0.000699444355200231
41 6.80094751516308e-06
42 8.25352897441896e-05
43 4.11604802253074e-05
44 0.00120485858529557
45 0.00603833081691838
46 0.0005026516313838
47 5.9047819809829e-09
48 0.000266296969495799
49 1.4267009888507e-07
50 0.00027247148248252
