x
1 0.154247
2 0.1079719
3 0.105371
4 0.1223381
5 0.2027681
6 0.1884639
7 0.1362281
8 0.185272
9 0.1158912
10 0.105252
11 0.1244311
12 0.1158841
13 0.111335
14 0.1297951
15 0.1181989
16 0.2503009
17 0.1202991
18 0.1387851
19 0.1241531
20 0.1236951
21 0.121526
22 0.1220009
23 0.1234622
24 0.1334801
25 0.1213112
26 0.1259019
27 0.1171751
28 0.128397
29 0.1310668
30 0.2944641
31 0.4922709
32 0.1595569
33 0.1270099
34 0.139369
35 0.285331
36 0.222455
37 0.1670041
38 0.243099
39 0.142241
40 0.1118891
41 0.1239369
42 0.1178098
43 0.128798
44 0.1298761
45 0.1394341
46 0.1364179
47 0.121254
48 0.1398709
49 0.1233909
50 0.1249511
